ApplicationName,LoggerName,RequestedURL,Details
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/token?cacheBust=1474516822668,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/token?cacheBust=1474516822668"",""transactionId"":""e65ca418-a450-42c0-84f0-cc94f4b4347a"",""httpVerb"":""GET"",""message"":""Request Finished in 1 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/customizations/logo,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/customizations/logo"",""transactionId"":""460dc9ec-0a97-47cc-9e95-ac13ee38b1fc"",""httpVerb"":""GET"",""message"":""Request Finished in 5 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/spendingAccounts?cacheBust=1474516822668,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/spendingAccounts?cacheBust=1474516822668"",""transactionId"":""cb0a4bf9-ff65-4683-bed5-70c28754a00f"",""httpVerb"":""GET"",""message"":""Request Finished in 23 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/authorizationprofile?cacheBust=1474516822802,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/authorizationprofile?cacheBust=1474516822802"",""transactionId"":""da47880d-ab72-40a9-84c7-6a5f792a537f"",""httpVerb"":""GET"",""message"":""Request Finished in 0 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/participantprofile?cacheBust=1474516822802,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/participantprofile?cacheBust=1474516822802"",""transactionId"":""91c7cf68-acc7-408e-9058-561ade36eb92"",""httpVerb"":""GET"",""message"":""Request Finished in 6 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/token?cacheBust=1474516824241,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/token?cacheBust=1474516824241"",""transactionId"":""18bd8edb-1dbb-4310-8bf6-64f58970ba8a"",""httpVerb"":""GET"",""message"":""Request Finished in 1 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/authorizationprofile?cacheBust=1474516824299,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/authorizationprofile?cacheBust=1474516824299"",""transactionId"":""1509f59f-23a8-407e-a3e7-43acbed3f277"",""httpVerb"":""GET"",""message"":""Request Finished in 0 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/participantprofile?cacheBust=1474516824299,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/participantprofile?cacheBust=1474516824299"",""transactionId"":""ec1b11b4-af88-4c99-af88-1b5e883fd486"",""httpVerb"":""GET"",""message"":""Request Finished in 6 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/Image,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/Image"",""transactionId"":""fca8c54c-7d83-48b3-8eda-eb0eb943f338"",""httpVerb"":""GET"",""message"":""Request Finished in 4 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/legal,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/legal"",""transactionId"":""b7e2e1ac-1d30-40c3-a8ed-1251c88dd831"",""httpVerb"":""GET"",""message"":""Request Finished in 3 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/spendingAccounts?cacheBust=1474516824241,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/spendingAccounts?cacheBust=1474516824241"",""transactionId"":""fdd91634-936d-48c4-ac23-7fcbb41ecc6a"",""httpVerb"":""GET"",""message"":""Request Finished in 638 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/cards?cacheBust=1474516823439,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/cards?cacheBust=1474516823439"",""transactionId"":""6a976864-1611-4afc-b359-4f59c3ebf689"",""httpVerb"":""GET"",""message"":""Request Finished in 34 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/Image,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/Image"",""transactionId"":""0375ad3c-1f74-43c1-ba26-a149c17e8040"",""httpVerb"":""GET"",""message"":""Request Finished in 4 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/relationshipcode?cacheBust=1474516823439,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/relationshipcode?cacheBust=1474516823439"",""transactionId"":""340e09c4-9902-41f0-a9e1-dc5a41f6c270"",""httpVerb"":""GET"",""message"":""Request Finished in 6 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/footer,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/footer"",""transactionId"":""b205abe8-fa10-4d56-aeb7-2d93e9d5ef49"",""httpVerb"":""GET"",""message"":""Request Finished in 3 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/alerts/?cacheBust=1474516823406,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/alerts/?cacheBust=1474516823406"",""transactionId"":""9047d73f-4e14-473f-b1c7-0b4fe9a7d31c"",""httpVerb"":""GET"",""message"":""Request Finished in 11 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/legal,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/legal"",""transactionId"":""7e8ff951-564b-43e7-91ae-3ec55cce4f9d"",""httpVerb"":""GET"",""message"":""Request Finished in 3 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/header,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/header"",""transactionId"":""224fee3f-df0d-4063-8663-037f39d4fd2d"",""httpVerb"":""GET"",""message"":""Request Finished in 3 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/participantprofile?cacheBust=1474516823439,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/participantprofile?cacheBust=1474516823439"",""transactionId"":""96bfcf2f-f9bf-4ebd-b906-ad0bbb5726de"",""httpVerb"":""GET"",""message"":""Request Finished in 6 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/ParticipantAddress?cacheBust=1474516823439,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/ParticipantAddress?cacheBust=1474516823439"",""transactionId"":""d0861b0d-6abc-4cd1-80e2-0f8f7a38aa40"",""httpVerb"":""GET"",""message"":""Request Finished in 13 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/header,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/header"",""transactionId"":""1cca243f-35b1-409c-a7ec-dbdf44d138bf"",""httpVerb"":""GET"",""message"":""Request Finished in 4 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/footer,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/footer"",""transactionId"":""2c9bd678-f2ba-4c32-acad-bf17e9986947"",""httpVerb"":""GET"",""message"":""Request Finished in 3 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/alerts/?cacheBust=1474516825188,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/alerts/?cacheBust=1474516825188"",""transactionId"":""72cd67d9-48fc-41ae-aa85-25367bda2913"",""httpVerb"":""GET"",""message"":""Request Finished in 12 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/header,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/header"",""transactionId"":""ebd27a23-5c07-44cb-b803-bed4b6d615f6"",""httpVerb"":""GET"",""message"":""Request Finished in 3 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/body,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/body"",""transactionId"":""b0b264a9-a734-4ef4-9377-d8a95a6a13bc"",""httpVerb"":""GET"",""message"":""Request Finished in 3 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/support,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/support"",""transactionId"":""ff1b02ac-a3fc-4fea-9aa8-ec18b71bbe73"",""httpVerb"":""GET"",""message"":""Request Finished in 4 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/menu,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/menu"",""transactionId"":""76dce90c-1084-4504-ac71-06c37a9f639c"",""httpVerb"":""GET"",""message"":""Request Finished in 3 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/menu,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/menu"",""transactionId"":""eb3bf58e-1b55-42da-bcf7-9912b1c6bd7a"",""httpVerb"":""GET"",""message"":""Request Finished in 3 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/menu,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/menu"",""transactionId"":""18a0ce7d-bef3-4aa4-b7e3-aef53d3e706f"",""httpVerb"":""GET"",""message"":""Request Finished in 4 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/menu,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/menu"",""transactionId"":""7e9c2424-8c0a-4e7f-bf28-a94063dc5bc9"",""httpVerb"":""GET"",""message"":""Request Finished in 4 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/menu,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/menu"",""transactionId"":""0a2ccfcf-213e-495c-aa6d-457db105e3d9"",""httpVerb"":""GET"",""message"":""Request Finished in 4 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/participantprofile?cacheBust=1474516824049,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/participantprofile?cacheBust=1474516824049"",""transactionId"":""b859b3d8-fd32-403d-afbf-82a9d5677c98"",""httpVerb"":""GET"",""message"":""Request Finished in 5 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/claims/?claimStatus[0]=needsValidation&RequestOrigin=cardReceipt&cacheBust=1474516824049,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/claims/?claimStatus[0]=needsValidation&RequestOrigin=cardReceipt&cacheBust=1474516824049"",""transactionId"":""01138362-dd4d-4077-9dae-a067d45cc873"",""httpVerb"":""GET"",""message"":""Request Finished in 7 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/menu,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/menu"",""transactionId"":""6c0cfc40-4c02-4ba7-a6ad-7e477326ae97"",""httpVerb"":""GET"",""message"":""Request Finished in 4 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/body,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/body"",""transactionId"":""5a42b270-27d1-4b49-a844-ec7bf387943f"",""httpVerb"":""GET"",""message"":""Request Finished in 3 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/spendingAccounts?CardStatus=1&cacheBust=1474516824049,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/spendingAccounts?CardStatus=1&cacheBust=1474516824049"",""transactionId"":""234a8010-aed7-4d85-999a-ae9371ed8b9e"",""httpVerb"":""GET"",""message"":""Request Finished in 78 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/support,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/support"",""transactionId"":""d8f38638-87d5-42fc-9720-4e9f6d17c161"",""httpVerb"":""GET"",""message"":""Request Finished in 4 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/header,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/header"",""transactionId"":""72be4003-7e53-4b9f-b1ce-eec58f985f1f"",""httpVerb"":""GET"",""message"":""Request Finished in 3 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/claims/?spendingAccountId=0011972585008&cacheBust=1474516824359,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/claims/?spendingAccountId=0011972585008&cacheBust=1474516824359"",""transactionId"":""c5288001-3871-478b-a35f-79e9b63be53c"",""httpVerb"":""GET"",""message"":""Request Finished in 27 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/claims/?spendingAccountId=0011552517008&cacheBust=1474516824359,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/claims/?spendingAccountId=0011552517008&cacheBust=1474516824359"",""transactionId"":""c4007d0b-bf68-449c-942d-105ac0769bf1"",""httpVerb"":""GET"",""message"":""Request Finished in 57 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/menu,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/menu"",""transactionId"":""4ff964f0-7e04-4ed2-a070-6aa87523067f"",""httpVerb"":""GET"",""message"":""Request Finished in 4 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/menu,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/menu"",""transactionId"":""8b4a7c99-4023-4982-9a55-0a95b1415385"",""httpVerb"":""GET"",""message"":""Request Finished in 4 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/menu,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/menu"",""transactionId"":""e5e05428-ed2b-4f7c-8cc2-ef1f34021ae9"",""httpVerb"":""GET"",""message"":""Request Finished in 4 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/menu,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/menu"",""transactionId"":""861bd0f3-8ee7-45ba-a404-c872cf17b190"",""httpVerb"":""GET"",""message"":""Request Finished in 4 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/logout,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/logout"",""transactionId"":""1e72a538-18de-4d8e-b974-bc2d7577f975"",""httpVerb"":""GET"",""message"":""Request Finished in 8 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/logout,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/logout"",""transactionId"":""86d08c93-80cb-4906-92eb-ec11e0632147"",""httpVerb"":""GET"",""message"":""Request Finished in 6 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/documents/Q3FXSUUrMjdkTHZrcjRvMFplN01jQT09,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/documents/Q3FXSUUrMjdkTHZrcjRvMFplN01jQT09"",""transactionId"":""1c9560b8-7f60-4d89-b63b-3ff2eaa13bac"",""httpVerb"":""GET"",""message"":""Request Finished in 86 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/alerts/?alertKey=0000011297008,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/alerts/?alertKey=0000011297008"",""transactionId"":""8c4ecc55-8aa4-4373-b563-5d80b2506aa6"",""httpVerb"":""DELETE"",""message"":""Request Finished in 35 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/eftaccounts/?cacheBust=1474516829873,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/eftaccounts/?cacheBust=1474516829873"",""transactionId"":""57291ced-5fe7-4aa9-983b-8a27d69f8f34"",""httpVerb"":""GET"",""message"":""Request Finished in 5 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/eftaccounts/?cacheBust=1474516829958,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/eftaccounts/?cacheBust=1474516829958"",""transactionId"":""f1c5f7e9-be3e-4844-b7eb-100503aec7e4"",""httpVerb"":""GET"",""message"":""Request Finished in 4 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/eftaccounts/?cacheBust=1474516830330,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/eftaccounts/?cacheBust=1474516830330"",""transactionId"":""a01dde6a-ebe1-4578-a9a4-b889a76842c8"",""httpVerb"":""GET"",""message"":""Request Finished in 5 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/eftaccounts/?cacheBust=1474516830330,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/eftaccounts/?cacheBust=1474516830330"",""transactionId"":""786d185f-caf5-4c7f-984f-681bcaa55bc0"",""httpVerb"":""GET"",""message"":""Request Finished in 4 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/service/api/apissotoken,"{""httpResponseStatusCode"":401,""requestedUrl"":""http://www.ABC.com/service/api/apissotoken"",""transactionId"":""ea5e0d0b-4d45-48db-8cf9-2fe919fb0205"",""httpVerb"":""POST"",""message"":""Request Finished in 32 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/documents/Q3FXSUUrMjdkTHZrcjRvMFplN01jQT09,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/documents/Q3FXSUUrMjdkTHZrcjRvMFplN01jQT09"",""transactionId"":""71bf8958-a6a0-43f9-8545-3f3662e1d6db"",""httpVerb"":""GET"",""message"":""Request Finished in 87 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/logout,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/logout"",""transactionId"":""cba535a7-5e72-4717-a1e0-003b9aed4b81"",""httpVerb"":""GET"",""message"":""Request Finished in 9 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/Participant/Overview.aspx,"{""httpResponseStatusCode"":405,""requestedUrl"":""http://www.ABC.com/sams/Participant/Overview.aspx"",""transactionId"":""13d324fe-3565-45a1-a12d-2f29c37c9142"",""httpVerb"":""GET"",""message"":""Request Finished in 0 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/claims/?claimId=0117854402008&expand[0]=SpendingAccounts&expand[1]=payments&cacheBust=1474516836609,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/claims/?claimId=0117854402008&expand[0]=SpendingAccounts&expand[1]=payments&cacheBust=1474516836609"",""transactionId"":""56de0390-f0bb-49fd-8496-bc4b668304dd"",""httpVerb"":""GET"",""message"":""Request Finished in 28 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/Participant/Overview.aspx,"{""httpResponseStatusCode"":405,""requestedUrl"":""http://www.ABC.com/sams/Participant/Overview.aspx"",""transactionId"":""62ae6c3f-45c4-4050-ba75-a26a3ffd5c5b"",""httpVerb"":""GET"",""message"":""Request Finished in 0 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/Participant/Overview.aspx,"{""httpResponseStatusCode"":405,""requestedUrl"":""http://www.ABC.com/sams/Participant/Overview.aspx"",""transactionId"":""52fa3060-9fd3-46a1-a7c7-5c1b65ee787a"",""httpVerb"":""GET"",""message"":""Request Finished in 0 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/eftaccounts/?cacheBust=1474516839648,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/eftaccounts/?cacheBust=1474516839648"",""transactionId"":""0ae845d8-93a4-431a-ad6c-8ec465b1871d"",""httpVerb"":""GET"",""message"":""Request Finished in 6 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/service/api/apissotoken,"{""httpResponseStatusCode"":401,""requestedUrl"":""http://www.ABC.com/service/api/apissotoken"",""transactionId"":""f717867c-07d3-4070-b18d-6196fef28047"",""httpVerb"":""POST"",""message"":""Request Finished in 25 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/eft,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/eft"",""transactionId"":""1fcaf8ee-7437-447c-ae29-ab2b3cfd891d"",""httpVerb"":""GET"",""message"":""Request Finished in 3 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/claims?claimStatus[0]=Pending&top=-1&cacheBust=1474516839830,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/claims?claimStatus[0]=Pending&top=-1&cacheBust=1474516839830"",""transactionId"":""cd36f9d5-75c3-4d97-a4fb-dc3b915e95d3"",""httpVerb"":""GET"",""message"":""Request Finished in 7 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/SAMs/Login/LogonPage.aspx,"{""httpResponseStatusCode"":302,""requestedUrl"":""http://www.ABC.com/SAMs/Login/LogonPage.aspx"",""transactionId"":""99f167b0-f4a7-4bf5-95e2-6633c567e884"",""httpVerb"":""POST"",""message"":""Request Finished in 252 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/"",""transactionId"":""2d6d00e5-4083-4f20-85ea-b9e3734a0a90"",""httpVerb"":""GET"",""message"":""Request Finished in 1 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/documents?top=-1&type=AST&cacheBust=1474516838929,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/documents?top=-1&type=AST&cacheBust=1474516838929"",""transactionId"":""fb6bff1a-529e-474f-a6be-15fd8df99271"",""httpVerb"":""GET"",""message"":""Request Finished in 1045 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/app/styles/css/vendor,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/app/styles/css/vendor"",""transactionId"":""b7dadd4f-91a6-45ff-9a3c-b8845e80ef68"",""httpVerb"":""GET"",""message"":""Request Finished in 14 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/app/styles/css/brandable,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/app/styles/css/brandable"",""transactionId"":""2bf4dab3-a279-4bf0-a236-af02dea2f7a9"",""httpVerb"":""GET"",""message"":""Request Finished in 4 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/app/styles/css/main,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/app/styles/css/main"",""transactionId"":""e0901ac1-e72f-4375-9991-b5e959d7634b"",""httpVerb"":""GET"",""message"":""Request Finished in 15 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/app/styles/css/vendor-blessed2,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/app/styles/css/vendor-blessed2"",""transactionId"":""d935b701-6126-4547-9078-c66a15afbef0"",""httpVerb"":""GET"",""message"":""Request Finished in 23 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/app/styles/css/vendor-blessed1,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/app/styles/css/vendor-blessed1"",""transactionId"":""1da06dc3-6190-43c6-ba93-db1018be99ed"",""httpVerb"":""GET"",""message"":""Request Finished in 28 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/customizations/bg,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/customizations/bg"",""transactionId"":""9cb24780-2352-4466-87d6-4526b2714ce0"",""httpVerb"":""GET"",""message"":""Request Finished in 17 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/claims/?claimId=0118452461008&expand[0]=SpendingAccounts&expand[1]=payments&cacheBust=1474516841235,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/claims/?claimId=0118452461008&expand[0]=SpendingAccounts&expand[1]=payments&cacheBust=1474516841235"",""transactionId"":""d02fcc52-df6a-4bb0-9a86-4a8645247041"",""httpVerb"":""GET"",""message"":""Request Finished in 46 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/SpendingAccounts?AccountStatus=3&Select[0]=planName&Select[1]=planShortName&Select[2]=accountStartDate&Select[3]=ItemId&Select[4]=planTypeCode&cacheBust=14,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/SpendingAccounts?AccountStatus=3&Select[0]=planName&Select[1]=planShortName&Select[2]=accountStartDate&Select[3]=ItemId&Select[4]=planTypeCode&cacheBust=1474516843111"",""transactionId"":""6692ca87-5d50-4d4f-84cc-8a2eb897e844"",""httpVerb"":""GET"",""message"":""Request Finished in 15 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/resources/search,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/resources/search"",""transactionId"":""f12803b3-3c0b-454f-a364-c2b8700e0d3a"",""httpVerb"":""GET"",""message"":""Request Finished in 9 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/logout,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/logout"",""transactionId"":""ce7463a5-c85d-48cc-a095-3e0f5ebe7a3e"",""httpVerb"":""GET"",""message"":""Request Finished in 7 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/customizations/logo,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/customizations/logo"",""transactionId"":""a0a452dc-77a9-4b00-9e57-07ca1058ebe2"",""httpVerb"":""GET"",""message"":""Request Finished in 5 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/token?cacheBust=1474516850079,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/token?cacheBust=1474516850079"",""transactionId"":""dcd55789-91f1-4227-802d-309c855e42f6"",""httpVerb"":""GET"",""message"":""Request Finished in 1 milliseconds""}"
SAMWB,SAMWB,http://www.ABC.com/sams/api/v1/authorizationprofile?cacheBust=1474516850169,"{""httpResponseStatusCode"":200,""requestedUrl"":""http://www.ABC.com/sams/api/v1/authorizationprofile?cacheBust=1474516850169"",""transactionId"":""99f5bb77-9faa-416f-84ef-fe956f1ad204"",""httpVerb"":""GET"",""message"":""Request Finished in 0 milliseconds""}"
